row,timestamp
9798,"2024-01-20 06:27:02.841375"
9797,"2024-01-20 06:25:16.308309"
9796,"2024-01-20 06:24:13.930301"
9795,"2024-01-20 06:23:15.129476"
9794,"2024-01-20 06:22:22.457442"
9793,"2024-01-20 06:21:25.007591"
9792,"2024-01-20 06:21:09.564893"
9791,"2024-01-20 06:20:54.581186"
9790,"2024-01-20 06:20:40.194657"
9789,"2024-01-20 06:20:25.779977"
9788,"2024-01-20 06:20:11.093994"
9787,"2024-01-20 06:19:55.453729"
9786,"2024-01-20 06:19:40.854694"
9785,"2024-01-20 06:19:25.632895"
9784,"2024-01-20 06:19:10.088512"
9783,"2024-01-20 06:18:54.163667"
9782,"2024-01-20 06:18:38.539559"
9781,"2024-01-20 06:18:23.518441"
9780,"2024-01-20 06:18:06.385133"
9779,"2024-01-20 06:17:50.741203"
9778,"2024-01-20 06:17:35.406926"
9777,"2024-01-20 06:17:20.349595"
9776,"2024-01-20 06:17:04.514803"
9775,"2024-01-20 06:16:48.564615"
9774,"2024-01-20 06:16:33.658171"
9773,"2024-01-20 06:16:18.614647"
9772,"2024-01-20 06:16:03.209055"
9771,"2024-01-20 06:15:47.628487"
9770,"2024-01-20 06:15:32.88242"
9769,"2024-01-20 06:15:16.684309"
9768,"2024-01-20 06:15:00.60275"
9767,"2024-01-20 06:14:44.508394"
9766,"2024-01-20 06:14:29.178731"
9765,"2024-01-20 06:14:13.783894"
9764,"2024-01-20 06:13:57.581058"
9763,"2024-01-20 06:13:41.711081"
9762,"2024-01-20 06:13:27.06231"
9761,"2024-01-20 06:13:10.958769"
9760,"2024-01-20 06:12:54.721756"
9759,"2024-01-20 06:12:39.133028"
9758,"2024-01-20 06:12:23.678199"
9757,"2024-01-20 06:12:08.625032"
9756,"2024-01-20 06:11:52.843451"
9755,"2024-01-20 06:11:36.940083"
9754,"2024-01-20 06:11:21.926202"
9753,"2024-01-20 06:11:06.435323"
9752,"2024-01-20 06:10:51.037415"
9751,"2024-01-20 06:10:35.805146"
9750,"2024-01-20 06:10:21.301677"
9749,"2024-01-20 06:10:05.710664"
9748,"2024-01-20 06:09:49.764737"
9747,"2024-01-20 06:09:33.791369"
9746,"2024-01-20 06:09:18.941738"
9745,"2024-01-20 06:09:03.63218"
9744,"2024-01-20 06:08:48.198326"
9743,"2024-01-20 06:08:32.791001"
9742,"2024-01-20 06:08:16.891332"
9741,"2024-01-20 06:07:59.150826"
9740,"2024-01-20 06:07:43.54005"
9739,"2024-01-20 06:07:29.134569"
9738,"2024-01-20 06:07:10.795092"
9737,"2024-01-20 06:06:53.327888"
9736,"2024-01-20 06:06:38.160419"
9735,"2024-01-20 06:06:23.719879"
9734,"2024-01-20 06:06:08.95894"
9733,"2024-01-20 06:05:54.153363"
9732,"2024-01-20 06:05:38.872507"
9731,"2024-01-20 06:05:23.998968"
9730,"2024-01-20 06:05:08.904317"
9729,"2024-01-20 06:04:54.120431"
9728,"2024-01-20 06:04:39.385999"
9727,"2024-01-20 06:04:24.510172"
9726,"2024-01-20 06:04:09.719888"
9725,"2024-01-20 06:03:54.404673"
9724,"2024-01-20 06:03:39.046701"
9723,"2024-01-20 06:03:23.839128"
9722,"2024-01-20 06:03:08.322847"
9721,"2024-01-20 06:02:52.632972"
9720,"2024-01-20 06:02:36.914208"
9719,"2024-01-20 06:02:20.997207"
9718,"2024-01-20 06:02:06.366979"
9717,"2024-01-20 06:01:51.104663"
9716,"2024-01-20 06:01:35.675332"
9715,"2024-01-20 06:01:19.902054"
9714,"2024-01-20 06:01:05.272641"
9713,"2024-01-20 06:00:49.34328"
9712,"2024-01-20 06:00:34.674104"
9711,"2024-01-20 06:00:19.05598"
9710,"2024-01-20 06:00:03.672264"
9709,"2024-01-20 05:59:48.120938"
9708,"2024-01-20 05:59:32.949559"
9707,"2024-01-20 05:59:16.960878"
9706,"2024-01-20 05:59:01.795685"
9705,"2024-01-20 05:58:46.174785"
9704,"2024-01-20 05:58:31.039716"
9703,"2024-01-20 05:58:14.598778"
9702,"2024-01-20 05:57:59.368743"
9701,"2024-01-20 05:57:43.638458"
9700,"2024-01-20 05:57:28.432614"
9699,"2024-01-20 05:57:11.621621"
9698,"2024-01-20 05:56:56.570503"
9697,"2024-01-20 05:56:41.017819"
9696,"2024-01-20 05:56:25.635636"
9695,"2024-01-20 05:56:09.810589"
9694,"2024-01-20 05:55:54.583905"
9693,"2024-01-20 05:55:39.244473"
9692,"2024-01-20 05:55:23.573712"
9691,"2024-01-20 05:55:08.098811"
9690,"2024-01-20 05:54:51.846739"
9689,"2024-01-20 05:54:36.274277"
9688,"2024-01-20 05:54:20.133736"
9687,"2024-01-20 05:54:05.430691"
9686,"2024-01-20 05:53:50.045574"
9685,"2024-01-20 05:53:34.483948"
9684,"2024-01-20 05:53:18.483636"
9683,"2024-01-20 05:53:02.935937"
9682,"2024-01-20 05:52:47.166107"
9681,"2024-01-20 05:52:32.772471"
9680,"2024-01-20 05:52:17.447169"
9679,"2024-01-20 05:52:02.750088"
9678,"2024-01-20 05:51:47.372538"
9677,"2024-01-20 05:51:32.697456"
9676,"2024-01-20 05:51:16.904999"
9675,"2024-01-20 05:51:01.851879"
9674,"2024-01-20 05:50:46.838416"
9673,"2024-01-20 05:50:32.533696"
9672,"2024-01-20 05:50:17.187988"
9671,"2024-01-20 05:50:01.975346"
9670,"2024-01-20 05:49:47.559306"
9669,"2024-01-20 05:49:33.022744"
9668,"2024-01-20 05:49:18.006852"
9667,"2024-01-20 05:49:03.497621"
9666,"2024-01-20 05:48:48.425758"
9665,"2024-01-20 05:48:33.713169"
9664,"2024-01-20 05:48:15.192586"
9663,"2024-01-20 05:48:00.348785"
9662,"2024-01-20 05:47:45.559081"
9661,"2024-01-20 05:47:29.540338"
9660,"2024-01-20 05:47:14.206548"
9659,"2024-01-20 05:46:59.295207"
9658,"2024-01-20 05:46:43.890435"
9657,"2024-01-20 05:46:29.465965"
9656,"2024-01-20 05:46:14.647714"
9655,"2024-01-20 05:45:59.672527"
9654,"2024-01-20 05:45:44.174109"
9653,"2024-01-20 05:45:30.058235"
9652,"2024-01-20 05:45:15.911338"
9651,"2024-01-20 05:45:00.55198"
9650,"2024-01-20 05:44:46.302592"
9649,"2024-01-20 05:44:32.095575"
9648,"2024-01-20 05:44:17.579973"
9647,"2024-01-20 05:44:02.714447"
9646,"2024-01-20 05:43:48.485463"
9645,"2024-01-20 05:43:34.215081"
9644,"2024-01-20 05:43:19.010447"
9643,"2024-01-20 05:43:04.229214"
9642,"2024-01-20 05:42:49.734984"
9641,"2024-01-20 05:42:34.951618"
9640,"2024-01-20 05:42:19.989916"
9639,"2024-01-20 05:42:05.138263"
9638,"2024-01-20 05:41:49.570827"
9637,"2024-01-20 05:41:34.518115"
9636,"2024-01-20 05:41:19.602677"
9635,"2024-01-20 05:40:56.816685"
9634,"2024-01-20 05:40:40.913783"
9633,"2024-01-20 05:40:26.428941"
9632,"2024-01-20 05:40:11.440901"
9631,"2024-01-20 05:39:55.385094"
9630,"2024-01-20 05:39:40.009822"
9629,"2024-01-20 05:39:19.368073"
9628,"2024-01-20 05:39:04.184775"
9627,"2024-01-20 05:38:49.147113"
9626,"2024-01-20 05:38:33.708227"
9625,"2024-01-20 05:38:18.218072"
9624,"2024-01-20 05:38:03.383636"
9623,"2024-01-20 05:37:47.825638"
9622,"2024-01-20 05:37:33.051818"
9621,"2024-01-20 05:37:18.197338"
9620,"2024-01-20 05:37:02.447032"
9619,"2024-01-20 05:36:46.589031"
9618,"2024-01-20 05:36:30.793621"
9617,"2024-01-20 05:36:15.676625"
9616,"2024-01-20 05:36:00.54364"
9615,"2024-01-20 05:35:45.733287"
9614,"2024-01-20 05:35:29.343919"
9613,"2024-01-20 05:35:14.622505"
9612,"2024-01-20 05:34:57.402966"
9611,"2024-01-20 05:34:41.893062"
9610,"2024-01-20 05:34:27.146598"
9609,"2024-01-20 05:34:07.338712"
9608,"2024-01-20 05:33:52.519347"
9607,"2024-01-20 05:33:37.811504"
9606,"2024-01-20 05:33:22.811958"
9605,"2024-01-20 05:33:06.032858"
9604,"2024-01-20 05:32:51.424835"
9603,"2024-01-20 05:32:35.989351"
9602,"2024-01-20 05:32:21.01133"
9601,"2024-01-20 05:32:06.070315"
9600,"2024-01-20 05:31:50.057281"
9599,"2024-01-20 05:31:35.137156"
9598,"2024-01-20 05:31:20.195572"
9597,"2024-01-20 05:31:05.064181"
9596,"2024-01-20 05:30:50.365059"
9595,"2024-01-20 05:30:35.903409"
9594,"2024-01-20 05:30:21.02541"
9593,"2024-01-20 05:30:05.152173"
9592,"2024-01-20 05:29:49.997133"
9591,"2024-01-20 05:29:34.929254"
9590,"2024-01-20 05:29:19.667443"
9589,"2024-01-20 05:29:04.373267"
9588,"2024-01-20 05:28:49.621444"
9587,"2024-01-20 05:28:33.867867"
9586,"2024-01-20 05:28:16.691738"
9585,"2024-01-20 05:28:01.863742"
9584,"2024-01-20 05:27:46.89857"
9583,"2024-01-20 05:27:30.965541"
9582,"2024-01-20 05:27:14.842635"
9581,"2024-01-20 05:26:59.782"
9580,"2024-01-20 05:26:43.850886"
9579,"2024-01-20 05:26:28.700599"
9578,"2024-01-20 05:26:12.251855"
9577,"2024-01-20 05:25:56.827858"
9576,"2024-01-20 05:25:41.149531"
9575,"2024-01-20 05:25:25.482332"
9574,"2024-01-20 05:25:10.770221"
9573,"2024-01-20 05:24:55.502261"
9572,"2024-01-20 05:24:39.850674"
9571,"2024-01-20 05:24:25.143487"
9570,"2024-01-20 05:24:10.367713"
9569,"2024-01-20 05:23:54.980725"
9568,"2024-01-20 05:23:39.056601"
9567,"2024-01-20 05:23:24.062193"
9566,"2024-01-20 05:23:08.853685"
9565,"2024-01-20 05:22:53.670635"
9564,"2024-01-20 05:22:38.317268"
9563,"2024-01-20 05:22:23.428234"
9562,"2024-01-20 05:22:07.568823"
9561,"2024-01-20 05:21:52.995341"
9560,"2024-01-20 05:21:33.593384"
9559,"2024-01-20 05:21:17.915249"
9558,"2024-01-20 05:21:02.674632"
9557,"2024-01-20 05:20:47.645138"
9556,"2024-01-20 05:20:32.84771"
9555,"2024-01-20 05:20:17.844282"
9554,"2024-01-20 05:20:02.553668"
9553,"2024-01-20 05:19:47.288065"
9552,"2024-01-20 05:19:32.107379"
9551,"2024-01-20 05:19:17.063668"
9550,"2024-01-20 05:19:01.59753"
9549,"2024-01-20 05:18:44.722329"
9548,"2024-01-20 05:18:29.349378"
9547,"2024-01-20 05:18:12.172455"
9546,"2024-01-20 05:17:56.54859"
9545,"2024-01-20 05:17:40.542597"
9544,"2024-01-20 05:17:25.397023"
9543,"2024-01-20 05:17:10.027458"
9542,"2024-01-20 05:16:54.522313"
9541,"2024-01-20 05:16:39.725415"
9540,"2024-01-20 05:16:24.290478"
9539,"2024-01-20 05:16:08.672663"
9538,"2024-01-20 05:15:53.464559"
9537,"2024-01-20 05:15:38.799674"
9536,"2024-01-20 05:15:23.683395"
9535,"2024-01-20 05:15:08.950946"
9534,"2024-01-20 05:14:53.605647"
9533,"2024-01-20 05:14:38.66357"
9532,"2024-01-20 05:14:24.225407"
9531,"2024-01-20 05:14:08.858544"
9530,"2024-01-20 05:13:54.214066"
9529,"2024-01-20 05:13:39.366655"
9528,"2024-01-20 05:13:17.933099"
9527,"2024-01-20 05:13:02.697087"
9526,"2024-01-20 05:12:48.069636"
9525,"2024-01-20 05:12:33.434924"
9524,"2024-01-20 05:12:17.252583"
9523,"2024-01-20 05:12:01.789615"
9522,"2024-01-20 05:11:46.446"
9521,"2024-01-20 05:11:31.790342"
9520,"2024-01-20 05:11:16.129981"
9519,"2024-01-20 05:11:00.339416"
9518,"2024-01-20 05:10:44.930454"
9517,"2024-01-20 05:10:29.82954"
9516,"2024-01-20 05:10:13.666768"
9515,"2024-01-20 05:09:57.949918"
9514,"2024-01-20 05:09:42.852703"
9513,"2024-01-20 05:09:27.60111"
9512,"2024-01-20 05:09:12.607249"
9511,"2024-01-20 05:08:56.173188"
9510,"2024-01-20 05:08:40.703478"
9509,"2024-01-20 05:08:25.295101"
9508,"2024-01-20 05:08:09.274884"
9507,"2024-01-20 05:07:54.167205"
9506,"2024-01-20 05:07:38.849655"
9505,"2024-01-20 05:07:24.163691"
9504,"2024-01-20 05:07:08.681993"
9503,"2024-01-20 05:06:53.033859"
9502,"2024-01-20 05:06:37.38727"
9501,"2024-01-20 05:06:22.258786"
9500,"2024-01-20 05:06:06.115525"
9499,"2024-01-20 05:05:50.822056"
9498,"2024-01-20 05:05:35.764768"
9497,"2024-01-20 05:05:20.975009"
9496,"2024-01-20 05:05:04.399533"
9495,"2024-01-20 05:04:44.452962"
9494,"2024-01-20 05:04:29.911941"
9493,"2024-01-20 05:04:14.02343"
9492,"2024-01-20 05:03:57.719468"
9491,"2024-01-20 05:03:41.087307"
9490,"2024-01-20 05:03:25.822181"
9489,"2024-01-20 05:03:10.222845"
9488,"2024-01-20 05:02:54.955945"
9487,"2024-01-20 05:02:40.049704"
9486,"2024-01-20 05:02:25.678933"
9485,"2024-01-20 05:02:10.690379"
9484,"2024-01-20 05:01:54.715715"
9483,"2024-01-20 05:01:39.685406"
9482,"2024-01-20 05:01:25.253373"
9481,"2024-01-20 05:01:09.749804"
9480,"2024-01-20 05:00:54.55429"
9479,"2024-01-20 05:00:39.730283"
9478,"2024-01-20 05:00:24.306291"
9477,"2024-01-20 05:00:09.094099"
9476,"2024-01-20 04:59:53.595546"
9475,"2024-01-20 04:59:38.888821"
9474,"2024-01-20 04:59:24.083809"
9473,"2024-01-20 04:59:09.061914"
9472,"2024-01-20 04:58:53.233722"
9471,"2024-01-20 04:58:37.620493"
9470,"2024-01-20 04:58:22.414094"
9469,"2024-01-20 04:58:06.796402"
9468,"2024-01-20 04:57:50.735265"
9467,"2024-01-20 04:57:35.129911"
9466,"2024-01-20 04:57:20.025228"
9465,"2024-01-20 04:57:05.125782"
9464,"2024-01-20 04:56:48.403219"
9463,"2024-01-20 04:56:32.223385"
9462,"2024-01-20 04:56:17.100279"
9461,"2024-01-20 04:56:01.583814"
9460,"2024-01-20 04:55:45.944322"
9459,"2024-01-20 04:55:30.814467"
9458,"2024-01-20 04:55:14.861751"
9457,"2024-01-20 04:54:58.515516"
9456,"2024-01-20 04:54:42.562403"
9455,"2024-01-20 04:54:27.15573"
9454,"2024-01-20 04:54:11.57834"
9453,"2024-01-20 04:53:55.666139"
9452,"2024-01-20 04:53:40.107242"
9451,"2024-01-20 04:53:25.047052"
9450,"2024-01-20 04:53:09.148119"
9449,"2024-01-20 04:52:53.831343"
9448,"2024-01-20 04:52:38.342727"
9447,"2024-01-20 04:52:23.319794"
9446,"2024-01-20 04:52:07.929447"
9445,"2024-01-20 04:51:52.541307"
9444,"2024-01-20 04:51:36.934521"
9443,"2024-01-20 04:51:21.801898"
9442,"2024-01-20 04:51:06.418009"
9441,"2024-01-20 04:50:50.18266"
9440,"2024-01-20 04:50:35.564854"
9439,"2024-01-20 04:50:21.529997"
9438,"2024-01-20 04:50:06.123224"
9437,"2024-01-20 04:49:51.073155"
9436,"2024-01-20 04:49:35.935202"
9435,"2024-01-20 04:49:20.579326"
9434,"2024-01-20 04:49:04.965462"
9433,"2024-01-20 04:48:49.579038"
9432,"2024-01-20 04:48:32.818893"
9431,"2024-01-20 04:48:17.145804"
9430,"2024-01-20 04:48:01.287422"
9429,"2024-01-20 04:47:45.659963"
9428,"2024-01-20 04:47:27.588214"
9427,"2024-01-20 04:47:12.331084"
9426,"2024-01-20 04:46:56.703686"
9425,"2024-01-20 04:46:40.791108"
9424,"2024-01-20 04:46:25.630013"
9423,"2024-01-20 04:46:10.662569"
9422,"2024-01-20 04:45:55.527581"
9421,"2024-01-20 04:45:39.81495"
9420,"2024-01-20 04:45:24.710417"
9419,"2024-01-20 04:45:08.837102"
9418,"2024-01-20 04:44:53.355452"
9417,"2024-01-20 04:44:37.228684"
9416,"2024-01-20 04:44:22.425341"
9415,"2024-01-20 04:44:07.309523"
9414,"2024-01-20 04:43:52.911779"
9413,"2024-01-20 04:43:37.025239"
9412,"2024-01-20 04:43:22.411838"
9411,"2024-01-20 04:43:06.871879"
9410,"2024-01-20 04:42:52.092753"
9409,"2024-01-20 04:42:36.056987"
9408,"2024-01-20 04:42:21.407066"
9407,"2024-01-20 04:42:04.564677"
9406,"2024-01-20 04:41:48.722052"
9405,"2024-01-20 04:41:33.075146"
9404,"2024-01-20 04:41:17.997974"
9403,"2024-01-20 04:41:03.071066"
9402,"2024-01-20 04:40:47.824873"
9401,"2024-01-20 04:40:33.02412"
9400,"2024-01-20 04:40:18.350957"
9399,"2024-01-20 04:40:03.153428"
9398,"2024-01-20 04:39:47.814793"
9397,"2024-01-20 04:39:33.005762"
9396,"2024-01-20 04:39:17.678354"
9395,"2024-01-20 04:39:03.137035"
9394,"2024-01-20 04:38:47.933212"
9393,"2024-01-20 04:38:30.71674"
9392,"2024-01-20 04:38:15.27943"
9391,"2024-01-20 04:37:59.769158"
9390,"2024-01-20 04:37:44.062226"
9389,"2024-01-20 04:37:28.591927"
9388,"2024-01-20 04:37:13.661071"
9387,"2024-01-20 04:36:57.991805"
9386,"2024-01-20 04:36:42.684405"
9385,"2024-01-20 04:36:27.796552"
9384,"2024-01-20 04:36:12.26102"
9383,"2024-01-20 04:35:57.428039"
9382,"2024-01-20 04:35:41.92547"
9381,"2024-01-20 04:35:26.432124"
9380,"2024-01-20 04:35:11.050798"
9379,"2024-01-20 04:34:55.404793"
9378,"2024-01-20 04:34:39.973075"
9377,"2024-01-20 04:34:25.192759"
9376,"2024-01-20 04:34:10.033955"
9375,"2024-01-20 04:33:54.759359"
9374,"2024-01-20 04:33:40.129324"
9373,"2024-01-20 04:33:24.575859"
9372,"2024-01-20 04:33:08.438301"
9371,"2024-01-20 04:32:53.101306"
9370,"2024-01-20 04:32:37.536383"
9369,"2024-01-20 04:32:21.999172"
9368,"2024-01-20 04:32:06.625965"
9367,"2024-01-20 04:31:48.8991"
9366,"2024-01-20 04:31:33.682895"
9365,"2024-01-20 04:31:17.707941"
9364,"2024-01-20 04:31:02.587475"
9363,"2024-01-20 04:30:47.460376"
9362,"2024-01-20 04:30:31.906931"
9361,"2024-01-20 04:30:15.768692"
9360,"2024-01-20 04:29:59.630003"
9359,"2024-01-20 04:29:43.655102"
9358,"2024-01-20 04:29:27.733045"
9357,"2024-01-20 04:29:12.267911"
9356,"2024-01-20 04:28:57.257567"
9355,"2024-01-20 04:28:40.902651"
9354,"2024-01-20 04:28:24.995711"
9353,"2024-01-20 04:28:08.279696"
9352,"2024-01-20 04:27:52.583144"
9351,"2024-01-20 04:27:37.115971"
9350,"2024-01-20 04:27:22.015916"
9349,"2024-01-20 04:27:06.292699"
9348,"2024-01-20 04:26:51.12115"
9347,"2024-01-20 04:26:35.575461"
9346,"2024-01-20 04:26:20.320955"
9345,"2024-01-20 04:26:05.077132"
9344,"2024-01-20 04:25:49.631404"
9343,"2024-01-20 04:25:33.52754"
9342,"2024-01-20 04:25:17.236133"
9341,"2024-01-20 04:25:01.931393"
9340,"2024-01-20 04:24:46.389965"
9339,"2024-01-20 04:24:31.606866"
9338,"2024-01-20 04:24:16.143147"
9337,"2024-01-20 04:24:00.646732"
9336,"2024-01-20 04:23:45.796035"
9335,"2024-01-20 04:23:28.127728"
9334,"2024-01-20 04:23:12.949692"
9333,"2024-01-20 04:22:58.38044"
9332,"2024-01-20 04:22:43.068868"
9331,"2024-01-20 04:22:27.952758"
9330,"2024-01-20 04:22:12.824049"
9329,"2024-01-20 04:21:57.380153"
9328,"2024-01-20 04:21:41.986372"
9327,"2024-01-20 04:21:27.425213"
9326,"2024-01-20 04:21:12.52611"
9325,"2024-01-20 04:20:56.568198"
9324,"2024-01-20 04:20:41.549844"
9323,"2024-01-20 04:20:27.102712"
9322,"2024-01-20 04:20:11.089019"
9321,"2024-01-20 04:19:55.156459"
9320,"2024-01-20 04:19:40.070203"
9319,"2024-01-20 04:19:25.497754"
9318,"2024-01-20 04:19:09.506145"
9317,"2024-01-20 04:18:54.254811"
9316,"2024-01-20 04:18:39.422118"
9315,"2024-01-20 04:18:24.697374"
9314,"2024-01-20 04:18:08.803776"
9313,"2024-01-20 04:17:54.302093"
9312,"2024-01-20 04:17:40.109944"
9311,"2024-01-20 04:17:25.478242"
9310,"2024-01-20 04:17:10.733672"
9309,"2024-01-20 04:16:55.860392"
9308,"2024-01-20 04:16:40.895172"
9307,"2024-01-20 04:16:26.432967"
9306,"2024-01-20 04:16:11.66706"
9305,"2024-01-20 04:15:56.777422"
9304,"2024-01-20 04:15:41.613683"
9303,"2024-01-20 04:15:27.047035"
9302,"2024-01-20 04:15:12.337751"
9301,"2024-01-20 04:14:56.862313"
9300,"2024-01-20 04:14:42.598617"
9299,"2024-01-20 04:14:28.380339"
9298,"2024-01-20 04:14:12.954331"
9297,"2024-01-20 04:13:50.476865"
9296,"2024-01-20 04:13:36.068515"
9295,"2024-01-20 04:13:21.599774"
9294,"2024-01-20 04:13:06.551499"
9293,"2024-01-20 04:12:51.953503"
9292,"2024-01-20 04:12:37.090703"
9291,"2024-01-20 04:12:22.161722"
9290,"2024-01-20 04:12:06.944233"
9289,"2024-01-20 04:11:52.050016"
9288,"2024-01-20 04:11:36.712173"
9287,"2024-01-20 04:11:21.541143"
9286,"2024-01-20 04:11:07.559873"
9285,"2024-01-20 04:10:52.04258"
9284,"2024-01-20 04:10:37.318481"
9283,"2024-01-20 04:10:22.317796"
9282,"2024-01-20 04:10:07.859724"
9281,"2024-01-20 04:09:52.65635"
9280,"2024-01-20 04:09:36.005376"
9279,"2024-01-20 04:09:20.265662"
9278,"2024-01-20 04:09:04.890673"
9277,"2024-01-20 04:08:49.158669"
9276,"2024-01-20 04:08:34.51772"
9275,"2024-01-20 04:08:19.922594"
9274,"2024-01-20 04:08:04.431061"
9273,"2024-01-20 04:07:48.951184"
9272,"2024-01-20 04:07:34.24791"
9271,"2024-01-20 04:07:19.706453"
9270,"2024-01-20 04:07:05.575369"
9269,"2024-01-20 04:06:50.905664"
9268,"2024-01-20 04:06:36.142555"
9267,"2024-01-20 04:06:21.698802"
9266,"2024-01-20 04:06:07.243225"
9265,"2024-01-20 04:05:52.899644"
9264,"2024-01-20 04:05:38.363705"
9263,"2024-01-20 04:05:24.219332"
9262,"2024-01-20 04:05:09.74036"
9261,"2024-01-20 04:04:51.999425"
9260,"2024-01-20 04:04:35.332256"
9259,"2024-01-20 04:04:20.753852"
9258,"2024-01-20 04:04:06.37092"
9257,"2024-01-20 04:03:51.803765"
9256,"2024-01-20 04:03:36.018597"
9255,"2024-01-20 04:03:21.696634"
9254,"2024-01-20 04:03:06.60215"
9253,"2024-01-20 04:02:52.481243"
9252,"2024-01-20 04:02:37.036652"
9251,"2024-01-20 04:02:22.586095"
9250,"2024-01-20 04:02:07.89279"
9249,"2024-01-20 04:01:53.667041"
9248,"2024-01-20 04:01:38.944695"
9247,"2024-01-20 04:01:24.511557"
9246,"2024-01-20 04:01:09.496632"
9245,"2024-01-20 04:00:55.105996"
9244,"2024-01-20 04:00:40.263105"
9243,"2024-01-20 04:00:25.36699"
9242,"2024-01-20 04:00:09.086476"
9241,"2024-01-20 03:59:54.57127"
9240,"2024-01-20 03:59:38.460207"
9239,"2024-01-20 03:59:23.530693"
9238,"2024-01-20 03:59:08.793491"
9237,"2024-01-20 03:58:53.610633"
9236,"2024-01-20 03:58:37.798363"
9235,"2024-01-20 03:58:19.135704"
9234,"2024-01-20 03:58:03.267987"
9233,"2024-01-20 03:57:48.928893"
9232,"2024-01-20 03:57:33.539153"
9231,"2024-01-20 03:57:17.843863"
9230,"2024-01-20 03:57:00.948402"
9229,"2024-01-20 03:56:44.810993"
9228,"2024-01-20 03:56:29.536957"
9227,"2024-01-20 03:56:13.715363"
9226,"2024-01-20 03:55:56.91897"
9225,"2024-01-20 03:55:41.60933"
9224,"2024-01-20 03:55:26.344561"
9223,"2024-01-20 03:55:11.60332"
9222,"2024-01-20 03:54:54.94166"
9221,"2024-01-20 03:54:39.004194"
9220,"2024-01-20 03:54:22.530154"
9219,"2024-01-20 03:54:06.74086"
9218,"2024-01-20 03:53:50.118937"
9217,"2024-01-20 03:52:32.190512"
9216,"2024-01-20 03:51:45.418466"
9215,"2024-01-20 03:51:25.937389"
9214,"2024-01-20 03:51:09.507551"
9213,"2024-01-20 03:50:53.14123"
9212,"2024-01-20 03:50:36.549455"
9211,"2024-01-20 03:50:20.274682"
9210,"2024-01-20 03:50:01.815401"
9209,"2024-01-20 03:49:44.73135"
9208,"2024-01-20 03:49:26.968418"
9207,"2024-01-20 03:44:01.848512"
9206,"2024-01-20 03:43:43.916769"
9205,"2024-01-20 03:43:26.315655"
9204,"2024-01-20 03:43:08.43891"
9203,"2024-01-20 03:42:50.568554"
9202,"2024-01-20 03:42:33.158063"
9201,"2024-01-20 03:42:14.728664"
9200,"2024-01-20 03:41:56.77825"
9199,"2024-01-20 03:41:30.56511"
9198,"2024-01-20 03:41:12.88003"
9197,"2024-01-20 03:40:54.267439"
